frame_id,track_id,x,y,w,h,group_id
660,7,1060.8,525.6,38.4,108.0,0
660,8,643.1999999999999,324.0,28.799999999999997,72.0,0
690,5,408.0,724.8,57.599999999999994,139.2,2
690,6,477.59999999999997,715.1999999999999,52.8,139.2,2
690,7,1104.0,549.6,48.0,96.0,0
690,8,662.4,338.4,38.4,79.2,0
720,5,451.2,780.0,67.2,146.4,2
720,6,530.4,763.1999999999999,52.8,158.4,2
720,7,1168.8,580.8,40.8,91.2,0
720,8,696.0,367.2,33.6,72.0,0
750,5,501.59999999999997,847.1999999999999,60.0,168.0,2
750,6,578.4,840.0,52.8,151.2,2
750,7,1224.0,614.4,40.8,100.8,0
750,8,732.0,386.4,33.6,84.0,0
750,9,7.199999999999999,400.8,28.799999999999997,76.8,3
750,10,62.4,393.59999999999997,38.4,69.6,3
780,5,564.0,926.4,62.4,139.2,2
780,6,633.6,914.4,62.4,153.6,2
780,7,1269.6,657.6,50.4,112.8,0
780,8,789.6,408.0,28.799999999999997,88.8,0
780,9,24.0,424.8,36.0,86.39999999999999,3
780,10,79.2,412.8,36.0,79.2,3
810,7,1320.0,703.1999999999999,43.199999999999996,108.0,0
810,9,48.0,444.0,45.6,96.0,3
810,10,96.0,429.59999999999997,38.4,88.8,3
810,8,840.0,439.2,33.6,79.2,0
840,7,1365.6,753.6,50.4,127.19999999999999,0
840,8,892.8,465.59999999999997,45.6,84.0,0
840,11,43.199999999999996,343.2,36.0,79.2,4
840,12,84.0,338.4,24.0,91.2,4
840,10,117.6,456.0,38.4,108.0,3
840,9,62.4,465.59999999999997,43.199999999999996,103.2,3
870,7,1423.2,816.0,50.4,115.19999999999999,0
870,8,964.8,487.2,40.8,84.0,0
870,11,62.4,362.4,43.199999999999996,88.8,4
870,12,98.39999999999999,362.4,33.6,84.0,4
870,10,141.6,482.4,40.8,96.0,3
870,9,81.6,489.59999999999997,43.199999999999996,86.39999999999999,3
900,7,1483.2,883.1999999999999,52.8,122.39999999999999,0
900,8,1032.0,520.8,43.199999999999996,98.39999999999999,0
900,11,86.39999999999999,386.4,40.8,81.6,4
900,12,115.19999999999999,381.59999999999997,36.0,86.39999999999999,4
900,13,715.1999999999999,362.4,24.0,60.0,5
900,14,746.4,367.2,24.0,62.4,5
900,10,163.2,508.79999999999995,38.4,105.6,3
900,9,98.39999999999999,518.4,45.6,100.8,3
930,8,1099.2,556.8,43.199999999999996,93.6,0
930,11,103.2,408.0,36.0,86.39999999999999,4
930,12,127.19999999999999,408.0,43.199999999999996,81.6,4
930,13,727.1999999999999,372.0,21.599999999999998,67.2,5
930,14,763.1999999999999,376.8,16.8,64.8,5
930,15,760.8,852.0,79.2,165.6,0
930,10,187.2,544.8,43.199999999999996,103.2,3
930,9,132.0,552.0,43.199999999999996,110.39999999999999,3
960,8,1176.0,592.8,45.6,98.39999999999999,0
960,11,122.39999999999999,424.8,38.4,103.2,4
960,12,146.4,427.2,40.8,103.2,4
960,13,753.6,388.8,26.4,72.0,5
960,14,784.8,391.2,26.4,69.6,5
960,15,674.4,806.4,67.2,153.6,0
960,10,213.6,576.0,50.4,112.8,3
960,9,151.2,580.8,50.4,115.19999999999999,3
990,8,1240.8,633.6,45.6,117.6,0
990,11,144.0,453.59999999999997,50.4,103.2,4
990,12,182.4,448.8,45.6,108.0,4
990,13,782.4,400.8,26.4,69.6,5
990,14,799.1999999999999,403.2,33.6,69.6,5
990,15,612.0,748.8,60.0,144.0,0
990,10,242.39999999999998,604.8,40.8,120.0,3
990,9,177.6,616.8,52.8,124.8,3
1020,8,1303.2,696.0,43.199999999999996,112.8,0
1020,11,172.79999999999998,468.0,43.199999999999996,117.6,4
1020,12,204.0,468.0,50.4,117.6,4
1020,13,806.4,415.2,28.799999999999997,67.2,5
1020,14,828.0,422.4,26.4,62.4,5
1020,15,554.4,705.6,52.8,129.6,0
1020,10,266.4,648.0,43.199999999999996,120.0,3
1020,9,208.79999999999998,664.8,52.8,129.6,3
1050,8,1375.2,760.8,48.0,129.6,0
1050,11,196.79999999999998,501.59999999999997,48.0,124.8,4
1050,12,230.39999999999998,494.4,45.6,117.6,4
1050,13,837.6,446.4,33.6,72.0,5
1050,14,854.4,432.0,28.799999999999997,72.0,5
1050,15,516.0,643.1999999999999,45.6,141.6,0
1050,10,302.4,693.6,50.4,117.6,3
1050,9,242.39999999999998,708.0,50.4,127.19999999999999,3
1080,8,1473.6,837.6,55.199999999999996,127.19999999999999,0
1080,11,223.2,525.6,48.0,129.6,4
1080,12,254.39999999999998,525.6,48.0,124.8,4
1080,13,876.0,456.0,31.2,91.2,5
1080,14,895.1999999999999,448.8,26.4,72.0,5
1080,15,472.79999999999995,612.0,55.199999999999996,124.8,0
1080,10,343.2,736.8,52.8,127.19999999999999,3
1080,9,268.8,753.6,55.199999999999996,132.0,3
1110,8,1581.6,921.5999999999999,60.0,134.4,0
1110,11,244.79999999999998,556.8,45.6,132.0,4
1110,12,283.2,568.8,50.4,115.19999999999999,4
1110,13,926.4,475.2,28.799999999999997,76.8,5
1110,14,936.0,463.2,31.2,72.0,5
1110,15,427.2,568.8,52.8,122.39999999999999,0
1110,10,388.8,794.4,57.599999999999994,134.4,3
1110,9,295.2,808.8,60.0,141.6,3
1140,11,266.4,600.0,43.199999999999996,127.19999999999999,4
1140,12,321.59999999999997,597.6,50.4,134.4,4
1140,13,972.0,492.0,33.6,72.0,5
1140,14,996.0,480.0,36.0,69.6,5
1140,15,386.4,544.8,43.199999999999996,115.19999999999999,0
1140,16,840.0,292.8,28.799999999999997,60.0,0
1140,10,444.0,840.0,55.199999999999996,139.2,3
1140,9,328.8,859.1999999999999,69.6,160.79999999999998,3
1170,11,304.8,645.6,50.4,139.2,4
1170,12,338.4,631.1999999999999,57.599999999999994,146.4,4
1170,13,1024.8,501.59999999999997,36.0,86.39999999999999,5
1170,14,1041.6,489.59999999999997,33.6,84.0,5
1170,15,340.8,513.6,43.199999999999996,122.39999999999999,0
1170,16,871.1999999999999,309.59999999999997,24.0,52.8,0
1170,10,489.59999999999997,890.4,62.4,163.2,3
1170,9,393.59999999999997,921.5999999999999,79.2,146.4,3
1200,12,384.0,674.4,48.0,134.4,4
1200,13,1075.2,520.8,26.4,93.6,5
1200,14,1092.0,513.6,26.4,86.39999999999999,5
1200,15,295.2,489.59999999999997,43.199999999999996,115.19999999999999,0
1200,16,900.0,316.8,28.799999999999997,64.8,0
1200,18,1737.6,708.0,31.2,112.8,6
1200,19,1773.6,705.6,28.799999999999997,105.6,6
1200,11,343.2,688.8,52.8,141.6,4
1230,11,369.59999999999997,736.8,57.599999999999994,141.6,4
1230,12,410.4,720.0,48.0,146.4,4
1230,13,1111.2,542.4,31.2,93.6,5
1230,14,1156.8,537.6,19.2,86.39999999999999,5
1230,15,256.8,456.0,45.6,110.39999999999999,0
1230,16,924.0,324.0,26.4,62.4,0
1230,17,120.0,309.59999999999997,38.4,79.2,0
1230,18,1660.8,676.8,31.2,110.39999999999999,6
1230,19,1696.8,684.0,26.4,103.2,6
1260,11,410.4,789.6,69.6,158.4,4
1260,12,458.4,780.0,50.4,170.4,4
1260,13,1161.6,566.4,21.599999999999998,86.39999999999999,5
1260,14,1192.8,552.0,28.799999999999997,98.39999999999999,5
1260,15,220.79999999999998,432.0,45.6,105.6,0
1260,16,948.0,331.2,33.6,72.0,0
1260,17,134.4,316.8,28.799999999999997,81.6,0
1260,18,1586.3999999999999,650.4,31.2,110.39999999999999,6
1260,19,1612.8,657.6,28.799999999999997,100.8,6
1290,11,463.2,861.6,60.0,170.4,4
1290,12,508.79999999999995,840.0,64.8,165.6,4
1290,13,1195.2,590.4,38.4,108.0,5
1290,14,1228.8,590.4,26.4,88.8,5
1290,15,196.79999999999998,422.4,40.8,96.0,0
1290,16,962.4,336.0,26.4,67.2,0
1290,17,153.6,328.8,33.6,81.6,0
1290,18,1512.0,624.0,31.2,105.6,6
1290,19,1538.3999999999999,628.8,28.799999999999997,100.8,6
1320,13,1233.6,616.8,36.0,110.39999999999999,5
1320,14,1279.2,604.8,31.2,110.39999999999999,5
1320,15,168.0,396.0,40.8,96.0,0
1320,16,984.0,345.59999999999997,28.799999999999997,72.0,0
1320,17,172.79999999999998,340.8,31.2,76.8,0
1320,18,1440.0,597.6,28.799999999999997,98.39999999999999,6
1320,19,1473.6,597.6,28.799999999999997,100.8,6
1350,13,1269.6,645.6,40.8,110.39999999999999,5
1350,14,1317.6,643.1999999999999,24.0,108.0,5
1350,15,146.4,374.4,40.8,103.2,0
1350,16,998.4,360.0,26.4,55.199999999999996,0
1350,17,192.0,352.8,33.6,86.39999999999999,0
1350,18,1382.3999999999999,576.0,21.599999999999998,84.0,6
1350,19,1408.8,580.8,24.0,81.6,6
1380,13,1308.0,679.1999999999999,33.6,100.8,5
1380,14,1351.2,684.0,31.2,93.6,5
1380,15,134.4,355.2,33.6,91.2,0
1380,16,1020.0,367.2,33.6,67.2,0
1380,17,218.4,367.2,33.6,84.0,0
1380,18,1320.0,556.8,24.0,81.6,6
1380,19,1341.6,561.6,19.2,69.6,6
1410,13,1327.2,715.1999999999999,45.6,120.0,5
1410,14,1387.2,720.0,36.0,103.2,5
1410,15,122.39999999999999,333.59999999999997,45.6,93.6,0
1410,16,1041.6,379.2,33.6,69.6,0
1410,17,235.2,374.4,38.4,91.2,0
1410,18,1252.8,537.6,31.2,84.0,6
1410,19,1269.6,530.4,26.4,88.8,6
1440,13,1372.8,758.4,40.8,115.19999999999999,5
1440,14,1428.0,758.4,36.0,105.6,5
1440,15,117.6,319.2,38.4,86.39999999999999,0
1440,16,1072.8,386.4,26.4,79.2,0
1440,17,244.79999999999998,396.0,48.0,88.8,0
1440,18,1183.2,516.0,28.799999999999997,91.2,6
1440,19,1195.2,516.0,31.2,88.8,6
1470,13,1432.8,808.8,45.6,117.6,5
1470,14,1492.8,808.8,36.0,115.19999999999999,5
1470,16,1104.0,400.8,24.0,57.599999999999994,0
1470,17,271.2,410.4,38.4,96.0,0
1470,18,1125.6,501.59999999999997,31.2,91.2,6
1470,19,1140.0,499.2,26.4,96.0,6
1500,13,1507.2,871.1999999999999,43.199999999999996,134.4,5
1500,14,1550.3999999999999,856.8,45.6,127.19999999999999,5
1500,16,1132.8,408.0,33.6,72.0,0
1500,17,283.2,417.59999999999997,36.0,96.0,0
1500,18,1060.8,494.4,28.799999999999997,81.6,6
1500,19,1077.6,492.0,26.4,86.39999999999999,6
1500,20,1399.2,868.8,50.4,156.0,7
1500,21,1473.6,900.0,45.6,146.4,7
1530,16,1159.2,417.59999999999997,33.6,76.8,0
1530,17,300.0,441.59999999999997,43.199999999999996,103.2,0
1530,18,1005.5999999999999,477.59999999999997,26.4,86.39999999999999,6
1530,19,1017.5999999999999,477.59999999999997,31.2,88.8,6
1530,20,1360.8,808.8,40.8,151.2,7
1530,21,1401.6,840.0,48.0,134.4,7
1560,16,1192.8,434.4,40.8,67.2,0
1560,17,326.4,451.2,38.4,105.6,0
1560,18,943.1999999999999,460.79999999999995,31.2,84.0,6
1560,19,962.4,460.79999999999995,31.2,86.39999999999999,6
1560,20,1320.0,758.4,48.0,153.6,7
1560,21,1377.6,787.1999999999999,43.199999999999996,129.6,7
1560,22,1788.0,727.1999999999999,62.4,86.39999999999999,0
1590,16,1224.0,444.0,31.2,69.6,0
1590,17,340.8,477.59999999999997,48.0,120.0,0
1590,18,885.6,441.59999999999997,38.4,86.39999999999999,6
1590,19,907.1999999999999,441.59999999999997,33.6,84.0,6
1590,20,1293.6,712.8,48.0,134.4,7
1590,21,1358.3999999999999,741.6,43.199999999999996,120.0,7
1590,22,1461.6,580.8,48.0,79.2,0
1590,23,9.6,364.8,28.799999999999997,88.8,8
1590,24,45.6,367.2,38.4,79.2,8
1620,16,1260.0,465.59999999999997,33.6,64.8,0
1620,17,364.8,499.2,45.6,103.2,0
1620,18,837.6,424.8,36.0,88.8,6
1620,19,856.8,424.8,38.4,86.39999999999999,6
1620,20,1272.0,674.4,45.6,120.0,7
1620,21,1324.8,703.1999999999999,45.6,96.0,7
1620,22,1248.0,477.59999999999997,36.0,64.8,0
1620,23,12.0,379.2,38.4,91.2,8
1620,24,62.4,374.4,43.199999999999996,96.0,8
1620,25,1768.8,648.0,45.6,105.6,0
1650,16,1286.3999999999999,470.4,36.0,81.6,0
1650,17,393.59999999999997,525.6,33.6,98.39999999999999,0
1650,18,801.6,412.8,33.6,79.2,6
1650,19,818.4,410.4,33.6,84.0,6
1650,20,1250.3999999999999,645.6,48.0,120.0,7
1650,21,1300.8,657.6,33.6,105.6,7
1650,22,1075.2,396.0,38.4,62.4,0
1650,23,33.6,393.59999999999997,40.8,91.2,8
1650,24,55.199999999999996,388.8,50.4,96.0,8
1650,25,1680.0,624.0,40.8,93.6,0
1680,16,1300.8,489.59999999999997,36.0,72.0,0
1680,17,403.2,549.6,55.199999999999996,108.0,0
1680,18,772.8,393.59999999999997,28.799999999999997,76.8,6
1680,19,789.6,391.2,31.2,81.6,6
1680,20,1224.0,600.0,38.4,112.8,7
1680,21,1260.0,619.1999999999999,36.0,93.6,7
1680,22,924.0,348.0,36.0,48.0,0
1680,23,48.0,410.4,45.6,96.0,8
1680,24,79.2,410.4,52.8,100.8,8
1680,25,1596.0,592.8,43.199999999999996,100.8,0
1710,16,1334.3999999999999,499.2,33.6,84.0,0
1710,17,432.0,573.6,45.6,110.39999999999999,0
1710,18,741.6,379.2,31.2,79.2,6
1710,19,758.4,379.2,38.4,84.0,6
1710,20,1168.8,578.4,50.4,108.0,7
1710,21,1216.8,588.0,28.799999999999997,100.8,7
1710,22,816.0,283.2,33.6,60.0,0
1710,23,69.6,424.8,48.0,105.6,8
1710,24,105.6,420.0,52.8,112.8,8
1710,25,1502.3999999999999,564.0,38.4,100.8,0
1710,26,1560.0,657.6,69.6,108.0,0
1710,27,1389.6,892.8,62.4,134.4,0
1740,16,1375.2,518.4,31.2,76.8,0
1740,17,463.2,597.6,48.0,120.0,0
1740,18,720.0,364.8,36.0,84.0,6
1740,19,739.1999999999999,364.8,38.4,84.0,6
1740,20,1120.8,544.8,40.8,115.19999999999999,7
1740,21,1159.2,566.4,33.6,93.6,7
1740,23,98.39999999999999,444.0,43.199999999999996,103.2,8
1740,24,132.0,444.0,50.4,100.8,8
1740,25,1425.6,544.8,43.199999999999996,88.8,0
1740,26,1300.8,525.6,50.4,91.2,0
1740,27,1363.2,835.1999999999999,50.4,134.4,0
1770,16,1423.2,537.6,43.199999999999996,86.39999999999999,0
1770,17,494.4,631.1999999999999,48.0,122.39999999999999,0
1770,18,698.4,343.2,36.0,84.0,6
1770,19,720.0,345.59999999999997,36.0,79.2,6
1770,20,1075.2,520.8,38.4,108.0,7
1770,21,1116.0,542.4,28.799999999999997,88.8,7
1770,23,117.6,472.79999999999995,45.6,98.39999999999999,8
1770,24,172.79999999999998,468.0,38.4,105.6,8
1770,25,1344.0,508.79999999999995,38.4,103.2,0
1770,26,1185.6,432.0,48.0,72.0,0
1770,27,1336.8,787.1999999999999,52.8,124.8,0
1770,28,847.1999999999999,324.0,21.599999999999998,55.199999999999996,9
1770,29,859.1999999999999,324.0,24.0,55.199999999999996,9
1800,16,1461.6,554.4,33.6,72.0,0
1800,17,520.8,664.8,43.199999999999996,117.6,0
1800,18,681.6,333.59999999999997,38.4,76.8,6
1800,19,705.6,333.59999999999997,33.6,72.0,6
1800,20,1020.0,501.59999999999997,38.4,96.0,7
1800,21,1056.0,511.2,28.799999999999997,86.39999999999999,7
1800,23,139.2,494.4,48.0,105.6,8
1800,24,199.2,494.4,48.0,103.2,8
1800,25,1293.6,482.4,33.6,88.8,0
1800,26,1101.6,381.59999999999997,43.199999999999996,64.8,0
1800,27,1327.2,751.1999999999999,45.6,100.8,0
1800,28,876.0,338.4,31.2,55.199999999999996,9
1800,29,895.1999999999999,333.59999999999997,33.6,60.0,9
1830,16,1495.2,568.8,40.8,88.8,0
1830,17,554.4,693.6,72.0,141.6,0
1830,20,960.0,480.0,40.8,88.8,7
1830,21,1005.5999999999999,496.79999999999995,40.8,72.0,7
1830,23,156.0,518.4,55.199999999999996,120.0,8
1830,24,220.79999999999998,513.6,43.199999999999996,108.0,8
1830,25,1257.6,458.4,40.8,79.2,0
1830,26,996.0,336.0,43.199999999999996,62.4,0
1830,27,1308.0,703.1999999999999,45.6,110.39999999999999,0
1830,28,914.4,345.59999999999997,33.6,62.4,9
1830,29,931.1999999999999,343.2,33.6,64.8,9
1830,30,818.4,302.4,24.0,67.2,10
1830,31,835.1999999999999,300.0,31.2,62.4,10
1830,19,688.8,319.2,28.799999999999997,69.6,6
1830,18,674.4,321.59999999999997,26.4,69.6,6
1860,16,1543.2,592.8,31.2,88.8,0
1860,17,609.6,732.0,48.0,134.4,0
1860,20,909.6,456.0,45.6,105.6,7
1860,21,950.4,470.4,36.0,91.2,7
1860,23,192.0,540.0,45.6,112.8,8
1860,24,252.0,532.8,48.0,112.8,8
1860,25,1219.2,432.0,28.799999999999997,76.8,0
1860,26,890.4,314.4,36.0,52.8,0
1860,27,1288.8,667.1999999999999,40.8,100.8,0
1860,28,955.1999999999999,348.0,28.799999999999997,72.0,9
1860,29,969.5999999999999,338.4,33.6,72.0,9
1860,30,854.4,314.4,21.599999999999998,67.2,10
1860,31,871.1999999999999,316.8,31.2,64.8,10
1890,16,1600.8,612.0,40.8,98.39999999999999,0
1890,17,660.0,763.1999999999999,50.4,127.19999999999999,0
1890,20,861.6,441.59999999999997,43.199999999999996,96.0,7
1890,21,904.8,453.59999999999997,31.2,88.8,7
1890,23,235.2,568.8,50.4,124.8,8
1890,24,295.2,566.4,48.0,120.0,8
1890,25,1192.8,410.4,26.4,88.8,0
1890,26,799.1999999999999,278.4,36.0,57.599999999999994,0
1890,27,1250.3999999999999,628.8,40.8,103.2,0
1890,28,993.5999999999999,364.8,28.799999999999997,60.0,9
1890,29,1012.8,362.4,24.0,60.0,9
1890,30,892.8,324.0,33.6,72.0,10
1890,31,914.4,328.8,40.8,67.2,10
1920,16,1660.8,640.8,43.199999999999996,79.2,0
1920,17,717.6,792.0,50.4,139.2,0
1920,20,818.4,420.0,40.8,100.8,7
1920,21,859.1999999999999,439.2,36.0,79.2,7
1920,23,271.2,600.0,50.4,120.0,8
1920,24,333.59999999999997,592.8,43.199999999999996,127.19999999999999,8
1920,25,1164.0,393.59999999999997,28.799999999999997,79.2,0
1920,27,1209.6,609.6,36.0,91.2,0
1920,28,1027.2,374.4,33.6,67.2,9
1920,29,1044.0,369.59999999999997,40.8,81.6,9
1920,30,940.8,336.0,36.0,72.0,10
1920,31,957.5999999999999,336.0,38.4,69.6,10
1950,16,1713.6,662.4,40.8,108.0,0
1950,17,777.6,840.0,55.199999999999996,141.6,0
1950,20,784.8,400.8,33.6,91.2,7
1950,21,820.8,420.0,31.2,72.0,7
1950,23,304.8,636.0,52.8,124.8,8
1950,24,372.0,628.8,45.6,117.6,8
1950,25,1116.0,379.2,26.4,67.2,0
1950,27,1156.8,576.0,45.6,96.0,0
1950,28,1068.0,386.4,31.2,72.0,9
1950,29,1080.0,384.0,26.4,76.8,9
1950,30,984.0,350.4,33.6,67.2,10
1950,31,1008.0,355.2,38.4,64.8,10
1980,16,1773.6,693.6,40.8,93.6,0
1980,17,840.0,885.6,64.8,163.2,0
1980,20,751.1999999999999,384.0,36.0,91.2,7
1980,21,787.1999999999999,400.8,28.799999999999997,81.6,7
1980,23,333.59999999999997,686.4,52.8,112.8,8
1980,24,405.59999999999997,669.6,55.199999999999996,127.19999999999999,8
1980,25,1072.8,355.2,24.0,69.6,0
1980,27,1104.0,556.8,45.6,105.6,0
1980,28,1104.0,400.8,28.799999999999997,79.2,9
1980,29,1120.8,396.0,31.2,81.6,9
1980,30,1027.2,364.8,31.2,69.6,10
1980,31,1051.2,369.59999999999997,26.4,62.4,10
1980,32,64.8,324.0,40.8,79.2,0
1980,34,820.8,309.59999999999997,31.2,67.2,11
1980,35,837.6,307.2,26.4,57.599999999999994,11
1980,36,873.6,307.2,26.4,64.8,11
2010,20,720.0,367.2,36.0,91.2,7
2010,21,756.0,376.8,33.6,84.0,7
2010,23,350.4,722.4,60.0,120.0,8
2010,24,432.0,710.4,64.8,139.2,8
2010,25,1022.4,343.2,28.799999999999997,64.8,0
2010,27,1060.8,532.8,43.199999999999996,84.0,0
2010,28,1132.8,415.2,33.6,76.8,9
2010,29,1152.0,410.4,28.799999999999997,84.0,9
2010,30,1072.8,384.0,28.799999999999997,64.8,10
2010,31,1092.0,384.0,31.2,64.8,10
2010,32,79.2,345.59999999999997,38.4,64.8,0
2010,33,139.2,326.4,36.0,76.8,0
2010,36,914.4,321.59999999999997,28.799999999999997,67.2,11
2010,34,871.1999999999999,319.2,28.799999999999997,72.0,11
2010,35,895.1999999999999,321.59999999999997,26.4,64.8,11
2040,20,700.8,352.8,33.6,84.0,7
2040,21,734.4,362.4,28.799999999999997,72.0,7
2040,23,384.0,768.0,57.599999999999994,132.0,8
2040,24,451.2,758.4,60.0,134.4,8
2040,25,979.1999999999999,338.4,26.4,64.8,0
2040,27,1012.8,511.2,38.4,81.6,0
2040,28,1168.8,436.8,31.2,72.0,9
2040,29,1188.0,436.8,36.0,72.0,9
2040,30,1116.0,398.4,31.2,72.0,10
2040,31,1135.2,400.8,33.6,76.8,10
2040,32,91.2,360.0,31.2,81.6,0
2040,33,160.79999999999998,374.4,40.8,86.39999999999999,0
2040,36,962.4,328.8,28.799999999999997,79.2,11
2040,34,904.8,328.8,33.6,72.0,11
2040,35,931.1999999999999,336.0,24.0,60.0,11
2070,20,688.8,338.4,28.799999999999997,76.8,7
2070,21,724.8,352.8,24.0,67.2,7
2070,23,420.0,825.6,64.8,134.4,8
2070,24,484.79999999999995,811.1999999999999,64.8,156.0,8
2070,25,924.0,321.59999999999997,31.2,67.2,0
2070,27,962.4,489.59999999999997,36.0,88.8,0
2070,28,1204.8,451.2,28.799999999999997,72.0,9
2070,29,1221.6,446.4,36.0,79.2,9
2070,30,1149.6,420.0,28.799999999999997,72.0,10
2070,31,1176.0,432.0,26.4,67.2,10
2070,32,98.39999999999999,376.8,43.199999999999996,86.39999999999999,0
2070,33,196.79999999999998,444.0,40.8,96.0,0
2070,36,1008.0,350.4,26.4,69.6,11
2070,34,964.8,348.0,19.2,55.199999999999996,11
2070,35,984.0,340.8,26.4,69.6,11
2100,20,676.8,324.0,33.6,81.6,7
2100,21,712.8,340.8,31.2,67.2,7
2100,23,463.2,883.1999999999999,52.8,139.2,8
2100,24,530.4,876.0,55.199999999999996,153.6,8
2100,25,864.0,302.4,36.0,67.2,0
2100,27,904.8,470.4,38.4,72.0,0
2100,28,1233.6,465.59999999999997,33.6,88.8,9
2100,29,1248.0,463.2,45.6,84.0,9
2100,30,1180.8,436.8,26.4,76.8,10
2100,31,1212.0,444.0,26.4,72.0,10
2100,32,115.19999999999999,403.2,38.4,91.2,0
2100,33,249.6,525.6,50.4,103.2,0
2100,36,1048.8,364.8,24.0,64.8,11
2100,34,1005.5999999999999,355.2,24.0,64.8,11
2100,35,1027.2,360.0,21.599999999999998,64.8,11
2130,25,820.8,288.0,31.2,79.2,0
2130,27,866.4,453.59999999999997,36.0,72.0,0
